Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,c_1,c_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-3_n-1,alpha_k-3_n-2,beta_k-1_n-1,beta_k-1_n-2,beta_k-2_n-1,beta_k-2_n-2,beta_k-3_n-1,beta_k-3_n-2,theta_k-1_n-1,theta_k-1_n-2,theta_k-2_n-1,theta_k-2_n-2,theta_k-3_n-1,theta_k-3_n-2
2.0,6.0,851,1.0,0.0,1438.0,3270.0,0.6535538590700976,9.586666666666666,7.834028404479395,9.586666666666666,21.8,0.0,0.6535538590700976,0.0,0.34644614092990245,3.0,1.0,475.0,66.0,57.0,73.0,1.0,3.0,28.0,437.0,28.0,12.0,0.9964246557992853,0.1684334529883066,0.9437477526619784,0.13236814979662945,0.6848219241169315,0.8902990618162687
2.0,6.0,852,1.0,0.0,1424.0,3258.0,0.6456555855151,9.557046979865772,7.847216764279608,9.557046979865772,21.86577181208054,0.0,0.6456555855151,0.0,0.35434441448489995,3.0,1.0,476.0,66.0,57.0,73.0,1.0,3.0,28.0,438.0,28.0,12.0,0.5679138715975852,0.018451344438694738,0.9626162220089614,0.12049590761269945,0.7159368718349396,0.897500111832809
4.0,0.0,853,0.0,0.0,1410.0,3246.0,0.6632336425012411,9.527027027027026,7.857250198130844,9.527027027027026,21.93243243243243,0.0,0.6632336425012411,0.0,0.33676635749875894,3.0,1.0,477.0,66.0,57.0,73.0,1.0,3.0,28.0,439.0,28.0,12.0,0.7314185345768907,0.016829701765885968,0.9434377113125264,0.10512574116536842,0.6489151251514041,0.9124803145927792
2.0,6.0,854,1.0,0.0,1410.0,3246.0,0.6756311926862778,9.591836734693878,7.909444152593581,9.591836734693878,22.081632653061224,0.0,0.6756311926862778,0.0,0.3243688073137222,3.0,1.0,477.0,66.0,57.0,73.0,1.0,3.0,28.0,439.0,28.0,12.0,0.9742579758760325,0.3271696366285688,0.9320961864449444,0.10431876404015251,0.6507991330576227,0.8344722825543563
2.0,6.0,855,1.0,0.0,1396.0,3234.0,0.6583208316244616,9.561643835616438,7.82444441614628,9.561643835616438,22.15068493150685,0.0,0.6583208316244616,0.0,0.34167916837553836,3.0,1.0,478.0,66.0,57.0,73.0,1.0,3.0,28.0,440.0,28.0,12.0,0.6714319617578131,0.14297642574040775,0.9373963898990505,0.12734020996742598,0.5854424753087213,0.8344800568777034
2.0,6.0,856,1.0,0.0,1382.0,3222.0,0.6540662833562676,9.53103448275862,7.775600694608347,9.53103448275862,22.220689655172414,0.0,0.6540662833562676,0.0,0.3459337166437324,3.0,1.0,479.0,66.0,57.0,73.0,1.0,3.0,28.0,441.0,28.0,12.0,0.5153615475870325,0.05605852473292488,0.9340188619115531,0.13597329774739234,0.6745918404821011,0.8150862852223343
2.0,6.0,857,1.0,0.0,1368.0,3210.0,0.6523080316707275,9.5,7.812750793019848,9.5,22.291666666666668,0.0,0.6523080316707275,0.0,0.3476919683292725,3.0,1.0,480.0,66.0,57.0,73.0,1.0,3.0,28.0,442.0,28.0,12.0,0.8097185137301536,0.4214756863580304,0.9504776008462524,0.11427138697147562,0.7444798380342195,0.8651727171056107
2.0,6.0,858,1.0,0.0,1354.0,3198.0,0.66395268529333,9.468531468531468,7.7981042335760415,9.468531468531468,22.363636363636363,0.0,0.66395268529333,0.0,0.33604731470667004,3.0,1.0,481.0,66.0,57.0,73.0,1.0,3.0,28.0,443.0,28.0,12.0,0.1343758949823245,0.12910123462135045,0.9337161944754686,0.10807509210728013,0.5797496197982033,0.8894157984926594
2.0,6.0,859,1.0,0.0,1340.0,3186.0,0.6465943417610605,9.43661971830986,7.758947831425517,9.43661971830986,22.43661971830986,0.0,0.6465943417610605,0.0,0.35340565823893955,3.0,1.0,482.0,66.0,57.0,73.0,1.0,3.0,28.0,444.0,28.0,12.0,0.8497579039946191,0.017369358570784494,0.9520185369757822,0.11509851425233182,0.6668595641661402,0.8608661761748188
2.0,6.0,860,1.0,0.0,1326.0,3174.0,0.6461316588350692,9.404255319148936,7.696966060618765,9.404255319148936,22.51063829787234,0.0,0.6461316588350692,0.0,0.3538683411649308,3.0,1.0,483.0,66.0,57.0,73.0,1.0,3.0,28.0,445.0,28.0,12.0,0.7516160235819568,0.21992328079361437,0.9397203454741644,0.12714723603295341,0.6510754049875663,0.8451127753995751
2.0,6.0,861,1.0,0.0,1312.0,3162.0,0.6412689479529771,9.371428571428572,7.6094862721153405,9.371428571428572,22.585714285714285,0.0,0.6412689479529771,0.0,0.35873105204702294,3.0,1.0,484.0,66.0,57.0,73.0,1.0,3.0,28.0,446.0,28.0,12.0,0.9852710594975761,0.11894566169116963,0.9267714868874434,0.14900735704447327,0.5939531399786127,0.8026571956158829
4.0,0.0,862,0.0,0.0,1298.0,3150.0,0.6261338169693776,9.338129496402878,7.603602611330467,9.338129496402878,22.66187050359712,0.0,0.6261338169693776,0.0,0.37386618303062236,3.0,1.0,485.0,66.0,57.0,73.0,1.0,3.0,28.0,447.0,28.0,12.0,0.7534025526124432,0.1157212768795772,0.9517954376739834,0.14443777821838163,0.6052561982291751,0.8654288209169326
3.0,9.0,863,1.0,1.0,1298.0,3150.0,0.5389743181231202,9.405797101449275,5.966281182242646,9.405797101449275,22.82608695652174,0.0,0.0,0.5389743181231202,0.46102568187687976,3.0,1.0,485.0,66.0,57.0,73.0,1.0,3.0,28.0,447.0,28.0,12.0,0.20979622698254008,0.10767860521147563,0.9250663803006302,0.11443931394766348,0.5566160088556729,0.8780605296853211
2.0,6.0,864,1.0,0.0,1273.0,3133.0,0.6441717706974994,9.291970802919709,7.602546946996227,9.291970802919709,22.868613138686133,0.0,0.6441717706974994,0.0,0.3558282293025006,3.0,1.0,485.0,66.0,58.0,74.0,1.0,3.0,28.0,447.0,28.0,12.0,0.7865644209180107,0.5715949751662815,0.9306314210440014,0.12689443445370135,0.703597482221337,0.8976411894429568
4.0,0.0,865,0.0,0.0,1259.0,3121.0,0.6309256325600386,9.257352941176471,7.569280702204456,9.257352941176471,22.948529411764707,0.0,0.6309256325600386,0.0,0.36907436743996136,3.0,1.0,486.0,66.0,58.0,74.0,1.0,3.0,28.0,448.0,28.0,12.0,0.9410419123702388,0.2382638863496312,0.9452400519784566,0.13084476151096294,0.7100202201198925,0.8663580615501907
2.0,9.0,866,1.0,1.0,1259.0,3121.0,0.6441411276991762,9.325925925925926,7.660983676420514,9.325925925925926,23.118518518518517,0.0,0.6441411276991762,0.0,0.3558588723008238,3.0,1.0,486.0,66.0,58.0,74.0,1.0,3.0,28.0,448.0,28.0,12.0,0.9123669240397214,0.5016406273306065,0.9425201321814198,0.11661789331536791,0.7032685617407178,0.8689977705072126
2.0,6.0,867,1.0,0.0,1234.0,3104.0,0.62496621974853,9.208955223880597,7.549914510956743,9.208955223880597,23.16417910447761,0.0,0.62496621974853,0.0,0.37503378025147005,3.0,1.0,487.0,67.0,58.0,74.0,1.0,3.0,28.0,448.0,28.0,12.0,0.852242341805039,0.4115402835253364,0.9550008679129924,0.12410114703447629,0.6570543406724197,0.9057620867275908
2.0,6.0,868,1.0,0.0,1220.0,3092.0,0.6231940102937163,9.172932330827068,7.501409371723226,9.172932330827068,23.24812030075188,0.0,0.6231940102937163,0.0,0.37680598970628365,3.0,1.0,488.0,67.0,58.0,74.0,1.0,3.0,28.0,449.0,28.0,12.0,0.8683806809821215,0.531861756370411,0.9485691358118342,0.13084147778699393,0.72104245078874,0.8435924028607413
4.0,0.0,869,0.0,0.0,1206.0,3080.0,0.6131164969903002,9.136363636363637,7.44376813185924,9.136363636363637,23.333333333333332,0.0,0.6131164969903002,0.0,0.38688350300969976,3.0,1.0,489.0,67.0,58.0,74.0,1.0,3.0,28.0,450.0,28.0,12.0,0.8651458401574387,0.016166199603590316,0.9522905081300838,0.14267692631477177,0.6011045941531075,0.8711576222839219
2.0,6.0,870,1.0,0.0,1206.0,3080.0,0.6432060724705257,9.206106870229007,7.5335668831444185,9.206106870229007,23.51145038167939,0.0,0.6432060724705257,0.0,0.35679392752947425,3.0,1.0,489.0,67.0,58.0,74.0,1.0,3.0,28.0,450.0,28.0,12.0,0.8483122749417296,0.0366295008398233,0.9237670912433962,0.1254638812598178,0.6627232563074736,0.8486598536430872
4.0,0.0,871,0.0,0.0,1192.0,3068.0,0.6077847023810228,9.169230769230769,7.463693653909843,9.169230769230769,23.6,0.0,0.6077847023810228,0.0,0.3922152976189772,3.0,1.0,490.0,67.0,58.0,74.0,1.0,3.0,28.0,451.0,28.0,12.0,0.14652113957584842,0.03515607302298898,0.9620999281602026,0.1469922589983124,0.7397034030455456,0.788562033813512
2.0,6.0,872,1.0,0.0,1192.0,3068.0,0.6277080384216512,9.24031007751938,7.549910852269813,9.24031007751938,23.782945736434108,0.0,0.6277080384216512,0.0,0.37229196157834876,3.0,1.0,490.0,67.0,58.0,74.0,1.0,3.0,28.0,451.0,28.0,12.0,0.719566964548637,0.35934583891320326,0.946800071924712,0.13322839140857437,0.6513031681120265,0.8287941403606465
2.0,9.0,873,1.0,1.0,1178.0,3056.0,0.6144760035772261,9.203125,7.516307629946728,9.203125,23.875,0.0,0.6144760035772261,0.0,0.3855239964227739,3.0,1.0,491.0,67.0,58.0,74.0,1.0,3.0,28.0,452.0,28.0,12.0,0.9920024414788162,0.2521787720729858,0.9623662226544537,0.13673315859628887,0.6783149888648188,0.8690210102599024
2.0,3.0,874,0.0,1.0,1153.0,3039.0,0.6059613819273071,9.078740157480317,7.407002506371843,9.078740157480315,23.929133858267715,0.0,0.6059613819273071,0.0,0.3940386180726929,3.0,1.0,492.0,68.0,58.0,74.0,1.0,3.0,28.0,452.0,28.0,12.0,0.816162219318505,0.3203435976112647,0.9604393266864758,0.13965669071213938,0.7514395191603424,0.8938125412382567
2.0,6.0,875,1.0,0.0,1142.0,3034.0,0.6280039637169588,9.063492063492063,7.430527557375444,9.063492063492063,24.07936507936508,0.0,0.6280039637169588,0.0,0.37199603628304123,3.0,1.0,492.0,69.0,58.0,74.0,1.0,3.0,29.0,452.0,28.0,12.0,0.5647652898561211,0.573912730846245,0.9353326729824055,0.12159669910121314,0.6879966853038642,0.9034703107867602
2.0,6.0,876,1.0,0.0,1128.0,3022.0,0.6207087350527668,9.024,7.375393969074724,9.024,24.176,0.0,0.6207087350527668,0.0,0.3792912649472332,3.0,1.0,493.0,69.0,58.0,74.0,1.0,3.0,29.0,453.0,28.0,12.0,0.9693965311066266,0.0832341787343455,0.9356976491418365,0.13076842514616774,0.6623147931217914,0.8429758217213429
2.0,6.0,877,1.0,0.0,1114.0,3010.0,0.6181465686285937,8.983870967741934,7.426030460825606,8.983870967741936,24.274193548387096,0.0,0.6181465686285937,0.0,0.38185343137140626,3.0,1.0,494.0,69.0,58.0,74.0,1.0,3.0,29.0,454.0,28.0,12.0,0.32286013564095206,0.43465338508143464,0.9593449842857529,0.10024830826304797,0.678972564539359,0.8514839595838587
2.0,6.0,878,1.0,0.0,1100.0,2998.0,0.6016721349860527,8.943089430894307,7.282240606597227,8.94308943089431,24.3739837398374,0.0,0.6016721349860527,0.0,0.39832786501394735,3.0,1.0,495.0,69.0,58.0,74.0,1.0,3.0,29.0,455.0,28.0,12.0,0.9228616310263693,0.13551013748993193,0.948678702941287,0.14383851073091775,0.660121843718161,0.867741756635884
2.0,6.0,879,1.0,0.0,1086.0,2986.0,0.6125582508453706,8.901639344262295,7.307045723415988,8.901639344262295,24.475409836065573,0.0,0.6125582508453706,0.0,0.38744174915462937,3.0,1.0,496.0,69.0,58.0,74.0,1.0,3.0,29.0,456.0,28.0,12.0,0.7696200401438131,0.22231190797984526,0.9444607048565322,0.11904152939041424,0.6623003535162825,0.8124691758693575
4.0,0.0,880,0.0,0.0,1072.0,2974.0,0.6056130959486226,8.859504132231406,7.261748227673232,8.859504132231406,24.578512396694215,0.0,0.6056130959486226,0.0,0.39438690405137744,3.0,1.0,497.0,69.0,58.0,74.0,1.0,3.0,29.0,457.0,28.0,12.0,0.6576138192295451,0.28933356472710664,0.9476323244957273,0.12383010865368625,0.6474779346366121,0.8644193769435164
2.0,6.0,881,1.0,0.0,1072.0,2974.0,0.610867183814166,8.933333333333335,7.308990987576773,8.933333333333334,24.783333333333335,0.0,0.610867183814166,0.0,0.38913281618583395,3.0,1.0,497.0,69.0,58.0,74.0,1.0,3.0,29.0,457.0,28.0,12.0,0.746712347374816,0.36081885941486275,0.94345607896701,0.12869399498309217,0.6837827663281574,0.8991985197767235
4.0,0.0,882,0.0,0.0,1058.0,2962.0,0.6090849235637715,8.890756302521009,7.271345468903539,8.890756302521009,24.89075630252101,0.0,0.6090849235637715,0.0,0.39091507643622847,3.0,1.0,498.0,69.0,58.0,74.0,1.0,3.0,29.0,458.0,28.0,12.0,0.7738279791993479,0.12910354753655315,0.9408884109942678,0.12949725167592768,0.7292715032335074,0.8688919094042341
2.0,6.0,883,1.0,0.0,1058.0,2962.0,0.6110589923801408,8.966101694915254,7.344246151376927,8.966101694915254,25.10169491525424,0.0,0.6110589923801408,0.0,0.38894100761985917,3.0,1.0,498.0,69.0,58.0,74.0,1.0,3.0,29.0,458.0,28.0,12.0,0.705096241894507,0.055447987649540904,0.9490715362246317,0.12600478733231082,0.7258691673155144,0.8381311949906248
2.0,6.0,884,1.0,0.0,1044.0,2950.0,0.5867441949380336,8.923076923076923,7.2176612549013495,8.923076923076923,25.213675213675213,0.0,0.5867441949380336,0.0,0.41325580506196635,3.0,1.0,499.0,69.0,58.0,74.0,1.0,3.0,29.0,459.0,28.0,12.0,0.7218923959284776,0.2908119160736926,0.9560381346094059,0.16574969182106378,0.7240227726101839,0.8997384441687956
2.0,6.0,885,1.0,0.0,1030.0,2938.0,0.596947006607518,8.879310344827585,7.228181857480325,8.879310344827585,25.32758620689655,0.0,0.596947006607518,0.0,0.403052993392482,3.0,1.0,500.0,69.0,58.0,74.0,1.0,3.0,29.0,460.0,28.0,12.0,0.5990016094446071,0.1587829135923255,0.9487373931635062,0.14474668264731846,0.7734826665492135,0.8577856701914179
2.0,6.0,886,1.0,0.0,1016.0,2926.0,0.6027377762764663,8.834782608695653,7.22110039841853,8.834782608695653,25.443478260869565,0.0,0.6027377762764663,0.0,0.3972622237235337,3.0,1.0,501.0,69.0,58.0,74.0,1.0,3.0,29.0,461.0,28.0,12.0,0.959892596378375,0.32919655159836547,0.9434957088352836,0.13171045466354062,0.691759004324247,0.8790804245065476
4.0,0.0,887,0.0,0.0,1002.0,2914.0,0.6039742819233744,8.789473684210526,7.174421259242457,8.789473684210526,25.56140350877193,0.0,0.6039742819233744,0.0,0.39602571807662557,3.0,1.0,502.0,69.0,58.0,74.0,1.0,3.0,29.0,462.0,28.0,12.0,0.7062402619632526,0.3739029262363814,0.9339017986651241,0.1343730196993208,0.7022560699050195,0.8676988703173871
2.0,6.0,888,1.0,0.0,1002.0,2914.0,0.5867518596450346,8.867256637168142,7.2119533021188005,8.867256637168142,25.787610619469028,0.0,0.5867518596450346,0.0,0.4132481403549654,3.0,1.0,502.0,69.0,58.0,74.0,1.0,3.0,29.0,462.0,28.0,12.0,0.8866930997240102,0.11056082429379137,0.9619718301756689,0.14953107400585244,0.6493948460387108,0.8677138693144575
4.0,0.0,889,0.0,0.0,988.0,2902.0,0.6184348188475143,8.821428571428571,7.242077875727284,8.821428571428571,25.910714285714285,0.0,0.6184348188475143,0.0,0.3815651811524857,3.0,1.0,503.0,69.0,58.0,74.0,1.0,3.0,29.0,463.0,28.0,12.0,0.850420298661731,0.34999748581953816,0.9273075140206684,0.116528633690788,0.5818585907436835,0.8271124067379814
2.0,6.0,890,1.0,0.0,988.0,2902.0,0.6061430219187502,8.9009009009009,7.27463380881258,8.9009009009009,26.144144144144143,0.0,0.6061430219187502,0.0,0.39385697808124975,3.0,1.0,503.0,69.0,58.0,74.0,1.0,3.0,29.0,463.0,28.0,12.0,0.7683809340678565,0.5391231374312713,0.9450677934915649,0.132140044560477,0.7782817503939535,0.9145264023026869
4.0,0.0,891,0.0,0.0,974.0,2890.0,0.6111274500797453,8.854545454545455,7.182754959793832,8.854545454545455,26.272727272727273,0.0,0.6111274500797453,0.0,0.38887254992025466,3.0,1.0,504.0,69.0,58.0,74.0,1.0,3.0,29.0,464.0,28.0,12.0,0.987376456989863,0.07970453432186211,0.9168030408775485,0.15032965859139785,0.7059624493228973,0.9173309403272139
2.0,6.0,892,1.0,0.0,974.0,2890.0,0.6235587921887844,8.935779816513762,7.39134729635709,8.935779816513762,26.513761467889907,0.0,0.6235587921887844,0.0,0.3764412078112156,3.0,1.0,504.0,69.0,58.0,74.0,1.0,3.0,29.0,464.0,28.0,12.0,0.9622767498746015,0.28699486603617724,0.9473696330659805,0.097010684584835,0.6785505486579955,0.7815870142108707
4.0,0.0,893,0.0,0.0,960.0,2878.0,0.6052890558106705,8.88888888888889,7.2073002068099745,8.88888888888889,26.64814814814815,0.0,0.6052890558106705,0.0,0.3947109441893295,3.0,1.0,505.0,69.0,58.0,74.0,1.0,3.0,29.0,465.0,28.0,12.0,0.9144744638940532,0.13081236046242165,0.9282650483947817,0.1536046641280422,0.6486621655346471,0.8363994922790993
4.0,0.0,894,0.0,0.0,960.0,2878.0,0.6145776538556463,8.97196261682243,7.32628120247827,8.97196261682243,26.897196261682243,0.0,0.6145776538556463,0.0,0.38542234614435367,3.0,1.0,505.0,69.0,58.0,74.0,1.0,3.0,29.0,465.0,28.0,12.0,0.9816572171467333,0.20266947716189115,0.9376825017488015,0.13372977558326093,0.7060504037396211,0.8656951935331868
2.0,6.0,895,1.0,0.0,960.0,2878.0,0.6128888228885488,9.056603773584905,7.377942040272278,9.056603773584905,27.150943396226417,0.0,0.6128888228885488,0.0,0.38711117711145115,3.0,1.0,505.0,69.0,58.0,74.0,1.0,3.0,29.0,465.0,28.0,12.0,0.6749822447328374,0.2917416885129324,0.9440838585245687,0.1417942983896993,0.6438616285246339,0.9182768519992706
4.0,0.0,896,0.0,0.0,946.0,2866.0,0.6114659623238359,9.00952380952381,7.359984389686034,9.00952380952381,27.295238095238094,0.0,0.6114659623238359,0.0,0.3885340376761641,3.0,1.0,506.0,69.0,58.0,74.0,1.0,3.0,29.0,466.0,28.0,12.0,0.45655224805997163,0.10847352960929048,0.9472795167071922,0.13385347333300754,0.7066111234226765,0.8942044379104096
2.0,6.0,897,1.0,0.0,946.0,2866.0,0.6172961228552822,9.096153846153847,7.427523692578762,9.096153846153847,27.557692307692307,0.0,0.6172961228552822,0.0,0.38270387714471776,3.0,1.0,506.0,69.0,58.0,74.0,1.0,3.0,29.0,466.0,28.0,12.0,0.9470510637735048,0.3508039201447744,0.9464269188012612,0.13504561802465917,0.6898126676549243,0.8491685098056593
2.0,6.0,898,1.0,0.0,932.0,2854.0,0.6402328743985706,9.04854368932039,7.421094593722324,9.048543689320388,27.70873786407767,0.0,0.6402328743985706,0.0,0.3597671256014294,3.0,1.0,507.0,69.0,58.0,74.0,1.0,3.0,29.0,467.0,28.0,12.0,0.8286071793060269,0.1118769473172457,0.9167360396774838,0.11808203291893833,0.6737423097115474,0.8620921485809604
4.0,0.0,899,0.0,0.0,918.0,2842.0,0.6124418133609035,9.0,7.3323629096247664,9.0,27.862745098039216,0.0,0.6124418133609035,0.0,0.38755818663909647,3.0,1.0,508.0,69.0,58.0,74.0,1.0,3.0,29.0,468.0,28.0,12.0,0.8512924066994387,0.11746539399822566,0.9390225041952034,0.14081441114752255,0.6018205469858126,0.8521635068065918
2.0,6.0,900,1.0,0.0,918.0,2842.0,0.6048498622979139,9.089108910891088,7.368729051135909,9.089108910891088,28.138613861386137,0.0,0.6048498622979139,0.0,0.39515013770208607,3.0,1.0,508.0,69.0,58.0,74.0,1.0,3.0,29.0,468.0,28.0,12.0,0.5529870524611242,0.561617664102741,0.9495951572966924,0.15751976788753191,0.7014683858842514,0.8422509571247127
2.0,6.0,901,1.0,0.0,904.0,2830.0,0.6365074696714844,9.039999999999997,7.465464591127023,9.04,28.3,0.0,0.6365074696714844,0.0,0.3634925303285156,3.0,1.0,509.0,69.0,58.0,74.0,1.0,3.0,29.0,469.0,28.0,12.0,0.7352332090629685,0.06564315231914881,0.9355517124910022,0.1004345643008186,0.6745438936006158,0.8960674915726635
2.0,9.0,902,1.0,1.0,890.0,2818.0,0.6089208947758346,8.98989898989899,7.342235452829846,8.98989898989899,28.464646464646464,0.0,0.6089208947758346,0.0,0.39107910522416545,3.0,1.0,510.0,69.0,58.0,74.0,1.0,3.0,29.0,470.0,28.0,12.0,0.5474709914949034,0.33585254354716465,0.9486664492003003,0.1347569378089934,0.6422772110421853,0.8569802929737059
2.0,6.0,903,1.0,0.0,865.0,2801.0,0.6042030551901068,8.826530612244898,7.243875043315454,8.826530612244898,28.581632653061224,0.0,0.6042030551901068,0.0,0.39579694480989325,3.0,1.0,511.0,70.0,58.0,74.0,1.0,3.0,29.0,470.0,28.0,12.0,0.8804180712788635,0.4897673266767314,0.9489966112110901,0.12023614177044609,0.7226059512246041,0.8959089739575989
2.0,6.0,904,1.0,0.0,851.0,2789.0,0.6106449163885929,8.77319587628866,7.162264340770044,8.77319587628866,28.75257731958763,0.0,0.6106449163885929,0.0,0.38935508361140714,3.0,1.0,512.0,70.0,58.0,74.0,1.0,3.0,29.0,471.0,28.0,12.0,0.5988692472440957,0.1614313945155889,0.9223175481091196,0.13224119790336517,0.6621168546128815,0.9014322734997825
2.0,6.0,905,1.0,0.0,837.0,2777.0,0.5945700226946335,8.71875,7.1791050547952056,8.71875,28.927083333333332,0.0,0.5945700226946335,0.0,0.40542997730536645,3.0,1.0,513.0,70.0,58.0,74.0,1.0,3.0,29.0,472.0,28.0,12.0,0.9095918341900491,0.4459076024381683,0.9596635641923944,0.11169712445214554,0.7128295616766175,0.9148562625626598
4.0,0.0,906,0.0,0.0,823.0,2765.0,0.5922031105514685,8.663157894736843,7.0686387307376926,8.663157894736843,29.105263157894736,0.0,0.5922031105514685,0.0,0.40779688944853154,3.0,1.0,514.0,70.0,58.0,74.0,1.0,3.0,29.0,473.0,28.0,12.0,0.9572177810305749,0.3504916317490079,0.9379747380481497,0.1360952124931175,0.5600549676978461,0.8362199501129094
2.0,6.0,907,1.0,0.0,823.0,2765.0,0.6040289169336037,8.75531914893617,7.151765047089593,8.75531914893617,29.414893617021278,0.0,0.6040289169336037,0.0,0.3959710830663963,3.0,1.0,514.0,70.0,58.0,74.0,1.0,3.0,29.0,473.0,28.0,12.0,0.8752473757056919,0.18017034714176927,0.9317226376437296,0.1318864205144756,0.6918728010174874,0.85197451222744
4.0,0.0,908,0.0,0.0,809.0,2753.0,0.6033906319739364,8.698924731182796,7.1055178757591095,8.698924731182796,29.602150537634408,0.0,0.6033906319739364,0.0,0.3966093680260636,3.0,1.0,515.0,70.0,58.0,74.0,1.0,3.0,29.0,474.0,28.0,12.0,0.990894736984818,0.17988989870310892,0.9266471497648957,0.13124345755979994,0.649505037489091,0.9200517800752079
2.0,6.0,909,1.0,0.0,809.0,2753.0,0.5937145274476494,8.793478260869565,7.184314292457408,8.793478260869565,29.92391304347826,0.0,0.5937145274476494,0.0,0.4062854725523506,3.0,1.0,515.0,70.0,58.0,74.0,1.0,3.0,29.0,474.0,28.0,12.0,0.9632380797105092,0.655634630558344,0.9524525810519341,0.13423794269074163,0.6239772293754208,0.879868371190932
2.0,9.0,910,1.0,1.0,795.0,2741.0,0.5826762323679211,8.736263736263735,7.122347074536725,8.736263736263735,30.12087912087912,0.0,0.5826762323679211,0.0,0.4173237676320789,3.0,1.0,516.0,70.0,58.0,74.0,1.0,3.0,29.0,475.0,28.0,12.0,0.4361568530779033,0.28064969711907883,0.9595463033454479,0.14179029581051603,0.7258978366499346,0.9375646391957496
2.0,6.0,911,1.0,0.0,770.0,2724.0,0.5860988882858551,8.555555555555555,7.0125871660434385,8.555555555555555,30.266666666666666,0.0,0.5860988882858551,0.0,0.4139011117141449,3.0,1.0,517.0,71.0,58.0,74.0,1.0,3.0,29.0,475.0,28.0,12.0,0.9041082911916757,0.4879701743226394,0.945581955741997,0.12357394861470142,0.6282753980299779,0.9167459414139193
2.0,6.0,912,1.0,0.0,756.0,2712.0,0.5853303736869568,8.49438202247191,6.980376501179719,8.49438202247191,30.471910112359552,0.0,0.5853303736869568,0.0,0.41466962631304316,3.0,1.0,518.0,71.0,58.0,74.0,1.0,3.0,29.0,476.0,28.0,12.0,0.9381867538730548,0.4604099627291268,0.9454884147233925,0.11593434106681125,0.7333004021249757,0.8273602300032098
2.0,6.0,913,1.0,0.0,742.0,2700.0,0.5618118025776063,8.431818181818182,6.861651235286669,8.431818181818182,30.681818181818183,0.0,0.5618118025776063,0.0,0.4381881974223937,3.0,1.0,519.0,71.0,58.0,74.0,1.0,3.0,29.0,477.0,28.0,12.0,0.8473921490113305,0.46120462191781164,0.9565559064152269,0.14695257621858582,0.7071342566493213,0.851271330424933
2.0,6.0,914,1.0,0.0,728.0,2688.0,0.5748980849958681,8.367816091954024,6.835124416006424,8.367816091954023,30.896551724137932,0.0,0.5748980849958681,0.0,0.42510191500413186,3.0,1.0,520.0,71.0,58.0,74.0,1.0,3.0,29.0,478.0,28.0,12.0,0.7974519482957966,0.09235267948920765,0.9355736256290517,0.1324793374630095,0.5806325721916358,0.8219467448681503
4.0,0.0,915,0.0,0.0,714.0,2676.0,0.5702158736172063,8.30232558139535,6.806213532336758,8.30232558139535,31.11627906976744,0.0,0.5702158736172063,0.0,0.42978412638279373,3.0,1.0,521.0,71.0,58.0,74.0,1.0,3.0,29.0,479.0,28.0,12.0,0.6580264913027934,0.05715708721641306,0.9435227132355462,0.12278647791848829,0.7180851487509339,0.8531362426462236
2.0,6.0,916,1.0,0.0,714.0,2676.0,0.5712377723559301,8.4,6.935158355220171,8.4,31.48235294117647,0.0,0.5712377723559301,0.0,0.4287622276440699,3.0,1.0,521.0,71.0,58.0,74.0,1.0,3.0,29.0,479.0,28.0,12.0,0.640917012162605,0.19783337941187312,0.9680941860129065,0.10469012194416943,0.6291662554999797,0.8857838496843623
2.0,9.0,917,1.0,1.0,700.0,2664.0,0.5644191164610929,8.333333333333332,6.804516734079777,8.333333333333334,31.714285714285715,0.0,0.5644191164610929,0.0,0.4355808835389071,3.0,1.0,522.0,71.0,58.0,74.0,1.0,3.0,29.0,480.0,28.0,12.0,0.9227262937519198,0.05886251467116916,0.9482491690797356,0.13535942514190585,0.6007696030979413,0.8065825432082432
2.0,6.0,918,1.0,0.0,675.0,2647.0,0.5597827451725592,8.132530120481928,6.649049260556363,8.132530120481928,31.89156626506024,0.0,0.5597827451725592,0.0,0.4402172548274408,3.0,1.0,523.0,72.0,58.0,74.0,1.0,3.0,29.0,480.0,28.0,12.0,0.8120177073704664,0.2579835882043774,0.935757365426768,0.12976439223254302,0.769025839638858,0.8845907681686844
4.0,0.0,919,0.0,0.0,661.0,2635.0,0.5524743373958624,8.060975609756097,6.612630750770158,8.060975609756097,32.13414634146341,0.0,0.5524743373958624,0.0,0.4475256626041376,3.0,1.0,524.0,72.0,58.0,74.0,1.0,3.0,29.0,481.0,28.0,12.0,0.8392201832777749,0.1678063480630276,0.9468856161680509,0.12129819884997434,0.6820215122004187,0.8818722231411618
2.0,6.0,920,1.0,0.0,661.0,2635.0,0.5524781803073255,8.160493827160494,6.67451772906239,8.160493827160494,32.53086419753087,0.0,0.5524781803073255,0.0,0.44752181969267446,3.0,1.0,524.0,72.0,58.0,74.0,1.0,3.0,29.0,481.0,28.0,12.0,0.7888867336766763,0.40590701932426126,0.9522263633236984,0.1308671656369947,0.7159429198685011,0.8517587259684981
